d_cum,d_cum_lo,d_cum_hi,d_sharpe,d_sharpe_lo,d_sharpe_hi,frac_gt0,block_days,reps,seed,conf,표본
6.302867951931425,-38.58450216489998,97.78323013512149,0.038304354006802516,-0.05777150049852095,0.13021093793982008,0.68,63,2000,20260912,0.95,nested walk-forward 시험구간 일별 수익률만
