d_cum,d_cum_lo,d_cum_hi,d_sharpe,d_sharpe_lo,d_sharpe_hi,frac_gt0
-12.163535411721636,-73.60282105415752,-1.6979434222791145,-0.41566323709421116,-0.6917098226628408,-0.16417020471320357,0.0005
