목표,밴드,R1,R2p,R3제외,실제Sharpe,실제MDD,실제CAGR,합성MDD,합성CAGR,c1_합성MDD>-60,c2_Sharpe>SOXX,c3_CAGR>현금,판정
0.3,0.2,0.6,-0.2,True,0.64,-36.0,15.3,-46.5,11.7,True,False,True,REJECT
0.3,0.2,0.6,-0.3,False,0.61,-35.3,14.1,-45.9,12.5,True,False,True,REJECT
0.3,0.2,0.6,-0.3,True,0.64,-36.0,15.3,-47.4,13.2,True,False,True,REJECT
0.3,0.2,0.6,-0.4,False,0.61,-35.3,14.1,-44.1,13.2,True,False,True,REJECT
0.3,0.2,0.6,-0.4,True,0.64,-36.0,15.3,-47.8,13.6,True,False,True,REJECT
0.3,0.2,0.6,-0.5,False,0.77,-35.3,18.8,-51.8,13.3,True,False,True,REJECT
0.3,0.2,0.6,-0.5,True,0.64,-36.0,15.3,-51.8,13.6,True,False,True,REJECT
0.3,0.2,0.7,-0.2,False,0.61,-35.3,14.1,-46.5,11.3,True,False,True,REJECT
0.3,0.2,0.7,-0.2,True,0.64,-36.0,15.3,-46.5,11.7,True,False,True,REJECT
0.3,0.2,0.7,-0.3,False,0.61,-35.3,14.1,-45.9,12.5,True,False,True,REJECT
0.3,0.2,0.7,-0.3,True,0.64,-36.0,15.3,-47.4,13.2,True,False,True,REJECT
0.3,0.2,0.7,-0.4,False,0.61,-35.3,14.1,-44.1,13.2,True,False,True,REJECT
0.3,0.2,0.7,-0.4,True,0.64,-36.0,15.3,-47.8,13.6,True,False,True,REJECT
0.3,0.2,0.7,-0.5,False,0.77,-35.3,18.8,-51.8,13.3,True,False,True,REJECT
0.3,0.2,0.7,-0.5,True,0.64,-36.0,15.3,-51.8,13.6,True,False,True,REJECT
0.3,0.2,0.85,-0.2,False,0.61,-35.3,14.1,-46.5,11.3,True,False,True,REJECT
0.3,0.2,0.85,-0.2,True,0.64,-36.0,15.3,-46.5,11.7,True,False,True,REJECT
0.3,0.2,0.85,-0.3,False,0.61,-35.3,14.1,-45.9,12.5,True,False,True,REJECT
0.3,0.2,0.85,-0.3,True,0.64,-36.0,15.3,-47.4,13.2,True,False,True,REJECT
0.3,0.2,0.85,-0.4,False,0.61,-35.3,14.1,-44.1,13.2,True,False,True,REJECT
0.3,0.2,0.85,-0.4,True,0.64,-36.0,15.3,-47.8,13.6,True,False,True,REJECT
0.3,0.2,0.85,-0.5,False,0.77,-35.3,18.8,-51.8,13.3,True,False,True,REJECT
0.3,0.2,0.85,-0.5,True,0.64,-36.0,15.3,-51.8,13.6,True,False,True,REJECT
0.3,0.2,1.0,-0.2,False,0.61,-35.3,14.1,-46.5,11.3,True,False,True,REJECT
0.3,0.2,1.0,-0.2,True,0.64,-36.0,15.3,-46.5,11.7,True,False,True,REJECT
0.3,0.2,1.0,-0.3,False,0.61,-35.3,14.1,-45.9,12.5,True,False,True,REJECT
0.3,0.2,1.0,-0.3,True,0.64,-36.0,15.3,-47.4,13.2,True,False,True,REJECT
0.3,0.2,1.0,-0.4,False,0.61,-35.3,14.1,-44.1,13.2,True,False,True,REJECT
0.3,0.2,1.0,-0.4,True,0.64,-36.0,15.3,-47.8,13.6,True,False,True,REJECT
0.3,0.2,1.0,-0.5,False,0.77,-35.3,18.8,-51.8,13.3,True,False,True,REJECT
0.3,0.2,1.0,-0.5,True,0.64,-36.0,15.3,-51.8,13.6,True,False,True,REJECT
0.3,0.25,0.6,-0.2,False,0.59,-40.6,14.0,-48.0,11.1,True,False,True,REJECT
0.3,0.25,0.6,-0.2,True,0.63,-37.8,15.8,-48.4,12.0,True,False,True,REJECT
0.3,0.25,0.6,-0.3,False,0.59,-40.6,14.0,-47.3,11.0,True,False,True,REJECT
0.3,0.25,0.6,-0.3,True,0.63,-37.8,15.8,-48.4,11.9,True,False,True,REJECT
0.3,0.25,0.6,-0.4,False,0.59,-40.6,14.0,-46.6,10.9,True,False,True,REJECT
0.3,0.25,0.6,-0.4,True,0.63,-37.8,15.8,-48.4,11.8,True,False,True,REJECT
0.3,0.25,0.6,-0.5,False,0.59,-40.6,14.0,-49.4,10.7,True,False,True,REJECT
0.3,0.25,0.6,-0.5,True,0.63,-37.8,15.8,-49.4,11.6,True,False,True,REJECT
0.3,0.25,0.7,-0.2,False,0.59,-40.6,14.0,-48.0,11.1,True,False,True,REJECT
0.3,0.25,0.7,-0.2,True,0.63,-37.8,15.8,-48.4,12.0,True,False,True,REJECT
0.3,0.25,0.7,-0.3,False,0.59,-40.6,14.0,-47.3,11.0,True,False,True,REJECT
0.3,0.25,0.7,-0.3,True,0.63,-37.8,15.8,-48.4,11.9,True,False,True,REJECT
0.3,0.25,0.7,-0.4,False,0.59,-40.6,14.0,-46.6,10.9,True,False,True,REJECT
0.3,0.25,0.7,-0.4,True,0.63,-37.8,15.8,-48.4,11.8,True,False,True,REJECT
0.3,0.25,0.7,-0.5,False,0.59,-40.6,14.0,-49.4,10.7,True,False,True,REJECT
0.3,0.25,0.7,-0.5,True,0.63,-37.8,15.8,-49.4,11.6,True,False,True,REJECT
0.3,0.25,0.85,-0.2,False,0.59,-40.6,14.0,-48.0,11.1,True,False,True,REJECT
0.3,0.25,0.85,-0.2,True,0.63,-37.8,15.8,-48.4,12.0,True,False,True,REJECT
0.3,0.25,0.85,-0.3,False,0.59,-40.6,14.0,-47.3,11.0,True,False,True,REJECT
0.3,0.25,0.85,-0.3,True,0.63,-37.8,15.8,-48.4,11.9,True,False,True,REJECT
0.3,0.25,0.85,-0.4,False,0.59,-40.6,14.0,-46.6,10.9,True,False,True,REJECT
0.3,0.25,0.85,-0.4,True,0.63,-37.8,15.8,-48.4,11.8,True,False,True,REJECT
0.3,0.25,0.85,-0.5,False,0.59,-40.6,14.0,-49.4,10.7,True,False,True,REJECT
0.3,0.25,0.85,-0.5,True,0.63,-37.8,15.8,-49.4,11.6,True,False,True,REJECT
0.3,0.25,1.0,-0.2,False,0.59,-40.6,14.0,-48.0,11.1,True,False,True,REJECT
0.3,0.25,1.0,-0.2,True,0.63,-37.8,15.8,-48.4,12.0,True,False,True,REJECT
0.3,0.25,1.0,-0.3,False,0.59,-40.6,14.0,-47.3,11.0,True,False,True,REJECT
0.3,0.25,1.0,-0.3,True,0.63,-37.8,15.8,-48.4,11.9,True,False,True,REJECT
0.3,0.25,1.0,-0.4,False,0.59,-40.6,14.0,-46.6,10.9,True,False,True,REJECT
0.3,0.25,1.0,-0.4,True,0.63,-37.8,15.8,-48.4,11.8,True,False,True,REJECT
0.3,0.25,1.0,-0.5,False,0.59,-40.6,14.0,-49.4,10.7,True,False,True,REJECT
0.3,0.25,1.0,-0.5,True,0.63,-37.8,15.8,-49.4,11.6,True,False,True,REJECT
0.4,0.05,0.6,-0.2,False,0.71,-37.1,18.9,-65.1,13.2,False,False,True,REJECT
0.4,0.05,0.6,-0.2,True,0.71,-37.1,19.1,-65.1,13.2,False,False,True,REJECT
0.4,0.05,0.6,-0.3,False,0.72,-40.5,20.4,-66.8,14.2,False,False,True,REJECT
0.4,0.05,0.6,-0.3,True,0.72,-40.5,20.7,-66.8,14.1,False,False,True,REJECT
0.4,0.05,0.6,-0.4,False,0.69,-44.4,20.4,-67.9,14.6,False,False,True,REJECT
0.4,0.05,0.6,-0.4,True,0.69,-44.4,20.4,-67.9,14.6,False,False,True,REJECT
0.4,0.05,0.6,-0.5,False,0.7,-44.4,21.0,-67.5,15.1,False,False,True,REJECT
0.4,0.05,0.6,-0.5,True,0.71,-44.4,21.3,-67.5,15.1,False,False,True,REJECT
0.4,0.05,0.7,-0.2,False,0.71,-37.1,18.9,-65.1,13.2,False,False,True,REJECT
0.4,0.05,0.7,-0.2,True,0.71,-37.1,19.1,-65.1,13.2,False,False,True,REJECT
0.4,0.05,0.7,-0.3,False,0.72,-40.5,20.4,-66.8,14.2,False,False,True,REJECT
0.4,0.05,0.7,-0.3,True,0.72,-40.5,20.7,-66.8,14.1,False,False,True,REJECT
0.4,0.05,0.7,-0.4,False,0.69,-44.4,20.4,-67.9,14.6,False,False,True,REJECT
0.4,0.05,0.7,-0.4,True,0.69,-44.4,20.4,-67.9,14.6,False,False,True,REJECT
0.4,0.05,0.7,-0.5,False,0.7,-44.4,21.0,-67.5,15.1,False,False,True,REJECT
0.4,0.05,0.7,-0.5,True,0.71,-44.4,21.3,-67.5,15.1,False,False,True,REJECT
0.4,0.05,0.85,-0.2,False,0.71,-37.1,18.9,-65.1,13.2,False,False,True,REJECT
0.4,0.05,0.85,-0.2,True,0.71,-37.1,19.1,-65.1,13.2,False,False,True,REJECT
0.4,0.05,0.85,-0.3,False,0.72,-40.5,20.4,-66.8,14.2,False,False,True,REJECT
0.4,0.05,0.85,-0.3,True,0.72,-40.5,20.7,-66.8,14.1,False,False,True,REJECT
0.4,0.05,0.85,-0.4,False,0.69,-44.4,20.4,-67.9,14.6,False,False,True,REJECT
0.4,0.05,0.85,-0.4,True,0.69,-44.4,20.4,-67.9,14.6,False,False,True,REJECT
0.4,0.05,0.85,-0.5,False,0.7,-44.4,21.0,-67.5,15.1,False,False,True,REJECT
0.4,0.05,0.85,-0.5,True,0.71,-44.4,21.3,-67.5,15.1,False,False,True,REJECT
0.4,0.05,1.0,-0.2,False,0.71,-37.1,18.9,-65.1,13.2,False,False,True,REJECT
0.4,0.05,1.0,-0.2,True,0.71,-37.1,19.1,-65.1,13.2,False,False,True,REJECT
0.4,0.05,1.0,-0.3,False,0.72,-40.5,20.4,-66.8,14.2,False,False,True,REJECT
0.4,0.05,1.0,-0.3,True,0.72,-40.5,20.7,-66.8,14.1,False,False,True,REJECT
0.4,0.05,1.0,-0.4,False,0.69,-44.4,20.4,-67.9,14.6,False,False,True,REJECT
0.4,0.05,1.0,-0.4,True,0.69,-44.4,20.4,-67.9,14.6,False,False,True,REJECT
0.4,0.05,1.0,-0.5,False,0.7,-44.4,21.0,-67.5,15.1,False,False,True,REJECT
0.4,0.05,1.0,-0.5,True,0.71,-44.4,21.3,-67.5,15.1,False,False,True,REJECT
0.4,0.1,0.6,-0.2,False,0.68,-39.4,18.7,-64.7,13.1,False,False,True,REJECT
0.4,0.1,0.6,-0.2,True,0.68,-39.4,19.1,-64.7,13.1,False,False,True,REJECT
0.4,0.1,0.6,-0.3,False,0.73,-39.1,21.1,-66.4,13.7,False,False,True,REJECT
0.4,0.1,0.6,-0.3,True,0.74,-39.1,21.4,-66.4,13.6,False,False,True,REJECT
0.4,0.1,0.6,-0.4,False,0.7,-43.9,20.7,-63.1,14.5,False,False,True,REJECT
0.4,0.1,0.6,-0.4,True,0.69,-46.5,20.0,-63.1,14.5,False,False,True,REJECT
0.4,0.1,0.6,-0.5,False,0.69,-46.1,20.6,-67.3,14.7,False,False,True,REJECT
0.4,0.1,0.6,-0.5,True,0.69,-46.1,20.8,-67.3,14.7,False,False,True,REJECT
0.4,0.1,0.7,-0.2,False,0.68,-39.4,18.7,-64.7,13.1,False,False,True,REJECT
0.4,0.1,0.7,-0.2,True,0.68,-39.4,19.1,-64.7,13.1,False,False,True,REJECT
0.4,0.1,0.7,-0.3,False,0.73,-39.1,21.1,-66.4,13.7,False,False,True,REJECT
0.4,0.1,0.7,-0.3,True,0.74,-39.1,21.4,-66.4,13.6,False,False,True,REJECT
0.4,0.1,0.7,-0.4,False,0.7,-43.9,20.7,-63.1,14.5,False,False,True,REJECT
0.4,0.1,0.7,-0.4,True,0.69,-46.5,20.0,-63.1,14.5,False,False,True,REJECT
0.4,0.1,0.7,-0.5,False,0.69,-46.1,20.6,-67.3,14.7,False,False,True,REJECT
0.4,0.1,0.7,-0.5,True,0.69,-46.1,20.8,-67.3,14.7,False,False,True,REJECT
0.4,0.1,0.85,-0.2,False,0.68,-39.4,18.7,-64.7,13.1,False,False,True,REJECT
0.4,0.1,0.85,-0.2,True,0.68,-39.4,19.1,-64.7,13.1,False,False,True,REJECT
0.4,0.1,0.85,-0.3,False,0.73,-39.1,21.1,-66.4,13.7,False,False,True,REJECT
0.4,0.1,0.85,-0.3,True,0.74,-39.1,21.4,-66.4,13.6,False,False,True,REJECT
0.4,0.1,0.85,-0.4,False,0.7,-43.9,20.7,-63.1,14.5,False,False,True,REJECT
0.4,0.1,0.85,-0.4,True,0.69,-46.5,20.0,-63.1,14.5,False,False,True,REJECT
0.4,0.1,0.85,-0.5,False,0.69,-46.1,20.6,-67.3,14.7,False,False,True,REJECT
0.4,0.1,0.85,-0.5,True,0.69,-46.1,20.8,-67.3,14.7,False,False,True,REJECT
0.4,0.1,1.0,-0.2,False,0.68,-39.4,18.7,-64.7,13.1,False,False,True,REJECT
0.4,0.1,1.0,-0.2,True,0.68,-39.4,19.1,-64.7,13.1,False,False,True,REJECT
0.4,0.1,1.0,-0.3,False,0.73,-39.1,21.1,-66.4,13.7,False,False,True,REJECT
0.4,0.1,1.0,-0.3,True,0.74,-39.1,21.4,-66.4,13.6,False,False,True,REJECT
0.4,0.1,1.0,-0.4,False,0.7,-43.9,20.7,-63.1,14.5,False,False,True,REJECT
0.4,0.1,1.0,-0.4,True,0.69,-46.5,20.0,-63.1,14.5,False,False,True,REJECT
0.4,0.1,1.0,-0.5,False,0.69,-46.1,20.6,-67.3,14.7,False,False,True,REJECT
0.4,0.1,1.0,-0.5,True,0.69,-46.1,20.8,-67.3,14.7,False,False,True,REJECT
0.4,0.15,0.6,-0.2,False,0.66,-44.3,19.1,-72.1,13.8,False,False,True,REJECT
0.4,0.15,0.6,-0.2,True,0.67,-47.7,19.5,-72.1,13.8,False,False,True,REJECT
0.4,0.15,0.6,-0.3,False,0.75,-36.0,21.9,-66.1,15.0,False,False,True,REJECT
0.4,0.15,0.6,-0.3,True,0.76,-36.0,22.1,-66.1,14.9,False,False,True,REJECT
0.4,0.15,0.6,-0.4,False,0.75,-37.1,22.2,-60.9,16.2,False,False,True,REJECT
0.4,0.15,0.6,-0.4,True,0.75,-37.1,22.3,-60.9,16.1,False,False,True,REJECT
0.4,0.15,0.6,-0.5,False,0.73,-47.7,21.9,-66.9,16.0,False,False,True,REJECT
0.4,0.15,0.6,-0.5,True,0.72,-47.7,21.7,-66.9,16.0,False,False,True,REJECT
0.4,0.15,0.7,-0.2,False,0.66,-44.3,19.1,-72.1,13.8,False,False,True,REJECT
0.4,0.15,0.7,-0.2,True,0.67,-47.7,19.5,-72.1,13.8,False,False,True,REJECT
0.4,0.15,0.7,-0.3,False,0.75,-36.0,21.9,-66.1,15.0,False,False,True,REJECT
0.4,0.15,0.7,-0.3,True,0.76,-36.0,22.1,-66.1,14.9,False,False,True,REJECT
0.4,0.15,0.7,-0.4,False,0.75,-37.1,22.2,-60.9,16.2,False,False,True,REJECT
0.4,0.15,0.7,-0.4,True,0.75,-37.1,22.3,-60.9,16.1,False,False,True,REJECT
0.4,0.15,0.7,-0.5,False,0.73,-47.7,21.9,-66.9,16.0,False,False,True,REJECT
0.4,0.15,0.7,-0.5,True,0.72,-47.7,21.7,-66.9,16.0,False,False,True,REJECT
0.4,0.15,0.85,-0.2,False,0.66,-44.3,19.1,-72.1,13.8,False,False,True,REJECT
0.4,0.15,0.85,-0.2,True,0.67,-47.7,19.5,-72.1,13.8,False,False,True,REJECT
0.4,0.15,0.85,-0.3,False,0.75,-36.0,21.9,-66.1,15.0,False,False,True,REJECT
0.4,0.15,0.85,-0.3,True,0.76,-36.0,22.1,-66.1,14.9,False,False,True,REJECT
0.4,0.15,0.85,-0.4,False,0.75,-37.1,22.2,-60.9,16.2,False,False,True,REJECT
0.4,0.15,0.85,-0.4,True,0.75,-37.1,22.3,-60.9,16.1,False,False,True,REJECT
0.4,0.15,0.85,-0.5,False,0.73,-47.7,21.9,-66.9,16.0,False,False,True,REJECT
0.4,0.15,0.85,-0.5,True,0.72,-47.7,21.7,-66.9,16.0,False,False,True,REJECT
0.4,0.15,1.0,-0.2,False,0.66,-44.3,19.1,-72.1,13.8,False,False,True,REJECT
0.4,0.15,1.0,-0.2,True,0.67,-47.7,19.5,-72.1,13.8,False,False,True,REJECT
0.4,0.15,1.0,-0.3,False,0.75,-36.0,21.9,-66.1,15.0,False,False,True,REJECT
0.4,0.15,1.0,-0.3,True,0.76,-36.0,22.1,-66.1,14.9,False,False,True,REJECT
0.4,0.15,1.0,-0.4,False,0.75,-37.1,22.2,-60.9,16.2,False,False,True,REJECT
0.4,0.15,1.0,-0.4,True,0.75,-37.1,22.3,-60.9,16.1,False,False,True,REJECT
0.4,0.15,1.0,-0.5,False,0.73,-47.7,21.9,-66.9,16.0,False,False,True,REJECT
0.4,0.15,1.0,-0.5,True,0.72,-47.7,21.7,-66.9,16.0,False,False,True,REJECT
0.4,0.2,0.6,-0.2,False,0.67,-50.7,19.8,-66.6,15.0,False,False,True,REJECT
0.4,0.2,0.6,-0.2,True,0.66,-49.4,19.6,-66.6,14.6,False,False,True,REJECT
0.4,0.2,0.6,-0.3,False,0.65,-49.5,19.4,-64.7,15.4,False,False,True,REJECT
0.4,0.2,0.6,-0.3,True,0.66,-49.4,19.6,-64.7,15.0,False,False,True,REJECT
0.4,0.2,0.6,-0.4,False,0.63,-51.7,19.1,-63.9,15.5,False,False,True,REJECT
0.4,0.2,0.6,-0.4,True,0.66,-49.4,20.3,-63.9,15.1,False,False,True,REJECT
0.4,0.2,0.6,-0.5,False,0.64,-51.7,20.1,-58.1,16.6,True,False,True,REJECT
0.4,0.2,0.6,-0.5,True,0.67,-49.4,20.6,-58.1,16.2,True,False,True,REJECT
0.4,0.2,0.7,-0.2,False,0.67,-50.7,19.8,-66.6,15.0,False,False,True,REJECT
0.4,0.2,0.7,-0.2,True,0.66,-49.4,19.6,-66.6,14.6,False,False,True,REJECT
0.4,0.2,0.7,-0.3,False,0.65,-49.5,19.4,-64.7,15.4,False,False,True,REJECT
0.4,0.2,0.7,-0.3,True,0.66,-49.4,19.6,-64.7,15.0,False,False,True,REJECT
0.4,0.2,0.7,-0.4,False,0.63,-51.7,19.1,-63.9,15.5,False,False,True,REJECT
0.4,0.2,0.7,-0.4,True,0.66,-49.4,20.3,-63.9,15.1,False,False,True,REJECT
0.4,0.2,0.7,-0.5,False,0.64,-51.7,20.1,-58.1,16.6,True,False,True,REJECT
0.4,0.2,0.7,-0.5,True,0.67,-49.4,20.6,-58.1,16.2,True,False,True,REJECT
0.4,0.2,0.85,-0.2,False,0.67,-50.7,19.8,-66.6,15.0,False,False,True,REJECT
0.4,0.2,0.85,-0.2,True,0.66,-49.4,19.6,-66.6,14.6,False,False,True,REJECT
0.4,0.2,0.85,-0.3,False,0.65,-49.5,19.4,-64.7,15.4,False,False,True,REJECT
0.4,0.2,0.85,-0.3,True,0.66,-49.4,19.6,-64.7,15.0,False,False,True,REJECT
0.4,0.2,0.85,-0.4,False,0.63,-51.7,19.1,-63.9,15.5,False,False,True,REJECT
0.4,0.2,0.85,-0.4,True,0.66,-49.4,20.3,-63.9,15.1,False,False,True,REJECT
0.4,0.2,0.85,-0.5,False,0.64,-51.7,20.1,-58.1,16.6,True,False,True,REJECT
0.4,0.2,0.85,-0.5,True,0.67,-49.4,20.6,-58.1,16.2,True,False,True,REJECT
0.4,0.2,1.0,-0.2,False,0.67,-50.7,19.8,-66.6,15.0,False,False,True,REJECT
0.4,0.2,1.0,-0.2,True,0.66,-49.4,19.6,-66.6,14.6,False,False,True,REJECT
0.4,0.2,1.0,-0.3,False,0.65,-49.5,19.4,-64.7,15.4,False,False,True,REJECT
0.4,0.2,1.0,-0.3,True,0.66,-49.4,19.6,-64.7,15.0,False,False,True,REJECT
0.4,0.2,1.0,-0.4,False,0.63,-51.7,19.1,-63.9,15.5,False,False,True,REJECT
0.4,0.2,1.0,-0.4,True,0.66,-49.4,20.3,-63.9,15.1,False,False,True,REJECT
0.4,0.2,1.0,-0.5,False,0.64,-51.7,20.1,-58.1,16.6,True,False,True,REJECT
0.4,0.2,1.0,-0.5,True,0.67,-49.4,20.6,-58.1,16.2,True,False,True,REJECT
0.4,0.25,0.6,-0.2,False,0.61,-50.4,17.3,-71.7,14.1,False,False,True,REJECT
0.4,0.25,0.6,-0.2,True,0.65,-48.0,19.6,-61.1,13.8,False,False,True,REJECT
0.4,0.25,0.6,-0.3,False,0.61,-50.4,17.3,-75.7,13.7,False,False,True,REJECT
0.4,0.25,0.6,-0.3,True,0.65,-48.0,19.6,-60.4,13.7,False,False,True,REJECT
0.4,0.25,0.6,-0.4,False,0.68,-56.6,21.3,-59.5,15.8,True,False,True,REJECT
0.4,0.25,0.6,-0.4,True,0.65,-48.0,19.6,-59.6,13.8,True,False,True,REJECT
0.4,0.25,0.6,-0.5,False,0.68,-56.6,21.6,-62.1,17.5,False,False,True,REJECT
0.4,0.25,0.6,-0.5,True,0.65,-48.0,19.6,-62.1,15.1,False,False,True,REJECT
0.4,0.25,0.7,-0.2,False,0.61,-50.4,17.3,-71.7,14.1,False,False,True,REJECT
0.4,0.25,0.7,-0.2,True,0.65,-48.0,19.6,-61.1,13.8,False,False,True,REJECT
0.4,0.25,0.7,-0.3,False,0.61,-50.4,17.3,-75.7,13.7,False,False,True,REJECT
0.4,0.25,0.7,-0.3,True,0.65,-48.0,19.6,-60.4,13.7,False,False,True,REJECT
0.4,0.25,0.7,-0.4,False,0.68,-56.6,21.3,-59.5,15.8,True,False,True,REJECT
0.4,0.25,0.7,-0.4,True,0.65,-48.0,19.6,-59.6,13.8,True,False,True,REJECT
0.4,0.25,0.7,-0.5,False,0.68,-56.6,21.6,-62.1,17.5,False,False,True,REJECT
0.4,0.25,0.7,-0.5,True,0.65,-48.0,19.6,-62.1,15.1,False,False,True,REJECT
0.4,0.25,0.85,-0.2,False,0.61,-50.4,17.3,-71.7,14.1,False,False,True,REJECT
0.4,0.25,0.85,-0.2,True,0.65,-48.0,19.6,-61.1,13.8,False,False,True,REJECT
0.4,0.25,0.85,-0.3,False,0.61,-50.4,17.3,-75.7,13.7,False,False,True,REJECT
0.4,0.25,0.85,-0.3,True,0.65,-48.0,19.6,-60.4,13.7,False,False,True,REJECT
0.4,0.25,0.85,-0.4,False,0.68,-56.6,21.3,-59.5,15.8,True,False,True,REJECT
0.4,0.25,0.85,-0.4,True,0.65,-48.0,19.6,-59.6,13.8,True,False,True,REJECT
0.4,0.25,0.85,-0.5,False,0.68,-56.6,21.6,-62.1,17.5,False,False,True,REJECT
0.4,0.25,0.85,-0.5,True,0.65,-48.0,19.6,-62.1,15.1,False,False,True,REJECT
0.4,0.25,1.0,-0.2,False,0.61,-50.4,17.3,-71.7,14.1,False,False,True,REJECT
0.4,0.25,1.0,-0.2,True,0.65,-48.0,19.6,-61.1,13.8,False,False,True,REJECT
0.4,0.25,1.0,-0.3,False,0.61,-50.4,17.3,-75.7,13.7,False,False,True,REJECT
0.4,0.25,1.0,-0.3,True,0.65,-48.0,19.6,-60.4,13.7,False,False,True,REJECT
0.4,0.25,1.0,-0.4,False,0.68,-56.6,21.3,-59.5,15.8,True,False,True,REJECT
0.4,0.25,1.0,-0.4,True,0.65,-48.0,19.6,-59.6,13.8,True,False,True,REJECT
0.4,0.25,1.0,-0.5,False,0.68,-56.6,21.6,-62.1,17.5,False,False,True,REJECT
0.4,0.25,1.0,-0.5,True,0.65,-48.0,19.6,-62.1,15.1,False,False,True,REJECT
0.5,0.05,0.6,-0.2,False,0.71,-45.0,22.6,-76.9,15.4,False,False,True,REJECT
0.5,0.05,0.6,-0.2,True,0.71,-45.0,22.9,-76.9,15.3,False,False,True,REJECT
0.5,0.05,0.6,-0.3,False,0.71,-49.7,23.9,-79.5,15.8,False,False,True,REJECT
0.5,0.05,0.6,-0.3,True,0.72,-49.7,24.2,-79.5,15.7,False,False,True,REJECT
0.5,0.05,0.6,-0.4,False,0.7,-55.5,24.3,-80.1,16.3,False,False,True,REJECT
0.5,0.05,0.6,-0.4,True,0.7,-55.5,24.3,-80.1,16.2,False,False,True,REJECT
0.5,0.05,0.6,-0.5,False,0.71,-55.0,24.9,-80.4,16.5,False,False,True,REJECT
0.5,0.05,0.6,-0.5,True,0.71,-55.0,25.2,-80.4,16.5,False,False,True,REJECT
0.5,0.05,0.7,-0.2,False,0.71,-45.0,22.6,-76.9,15.4,False,False,True,REJECT
0.5,0.05,0.7,-0.2,True,0.71,-45.0,22.9,-76.9,15.3,False,False,True,REJECT
0.5,0.05,0.7,-0.3,False,0.71,-49.7,23.9,-79.5,15.8,False,False,True,REJECT
0.5,0.05,0.7,-0.3,True,0.72,-49.7,24.2,-79.5,15.7,False,False,True,REJECT
0.5,0.05,0.7,-0.4,False,0.7,-55.5,24.3,-80.1,16.3,False,False,True,REJECT
0.5,0.05,0.7,-0.4,True,0.7,-55.5,24.3,-80.1,16.2,False,False,True,REJECT
0.5,0.05,0.7,-0.5,False,0.71,-55.0,24.9,-80.4,16.5,False,False,True,REJECT
0.5,0.05,0.7,-0.5,True,0.71,-55.0,25.2,-80.4,16.5,False,False,True,REJECT
0.5,0.05,0.85,-0.2,False,0.71,-45.0,22.6,-76.9,15.4,False,False,True,REJECT
0.5,0.05,0.85,-0.2,True,0.71,-45.0,22.9,-76.9,15.3,False,False,True,REJECT
0.5,0.05,0.85,-0.3,False,0.71,-49.7,23.9,-79.5,15.8,False,False,True,REJECT
0.5,0.05,0.85,-0.3,True,0.72,-49.7,24.2,-79.5,15.7,False,False,True,REJECT
0.5,0.05,0.85,-0.4,False,0.7,-55.5,24.3,-80.1,16.3,False,False,True,REJECT
0.5,0.05,0.85,-0.4,True,0.7,-55.5,24.3,-80.1,16.2,False,False,True,REJECT
0.5,0.05,0.85,-0.5,False,0.71,-55.0,24.9,-80.4,16.5,False,False,True,REJECT
0.5,0.05,0.85,-0.5,True,0.71,-55.0,25.2,-80.4,16.5,False,False,True,REJECT
0.5,0.05,1.0,-0.2,False,0.71,-45.0,22.6,-76.9,15.4,False,False,True,REJECT
0.5,0.05,1.0,-0.2,True,0.71,-45.0,22.9,-76.9,15.3,False,False,True,REJECT
0.5,0.05,1.0,-0.3,False,0.71,-49.7,23.9,-79.5,15.8,False,False,True,REJECT
0.5,0.05,1.0,-0.3,True,0.72,-49.7,24.2,-79.5,15.7,False,False,True,REJECT
0.5,0.05,1.0,-0.4,False,0.7,-55.5,24.3,-80.1,16.3,False,False,True,REJECT
0.5,0.05,1.0,-0.4,True,0.7,-55.5,24.3,-80.1,16.2,False,False,True,REJECT
0.5,0.05,1.0,-0.5,False,0.71,-55.0,24.9,-80.4,16.5,False,False,True,REJECT
0.5,0.05,1.0,-0.5,True,0.71,-55.0,25.2,-80.4,16.5,False,False,True,REJECT
0.5,0.1,0.6,-0.2,False,0.68,-49.5,22.3,-77.6,14.7,False,False,True,REJECT
0.5,0.1,0.6,-0.2,True,0.69,-49.5,22.8,-77.6,14.6,False,False,True,REJECT
0.5,0.1,0.6,-0.3,False,0.74,-47.3,25.3,-79.2,15.3,False,False,True,REJECT
0.5,0.1,0.6,-0.3,True,0.75,-47.3,25.7,-79.2,15.2,False,False,True,REJECT
0.5,0.1,0.6,-0.4,False,0.7,-53.4,24.3,-76.4,16.8,False,False,True,REJECT
0.5,0.1,0.6,-0.4,True,0.71,-53.4,24.5,-76.4,16.7,False,False,True,REJECT
0.5,0.1,0.6,-0.5,False,0.72,-52.7,25.4,-83.2,15.9,False,False,True,REJECT
0.5,0.1,0.6,-0.5,True,0.72,-56.6,25.5,-83.2,15.8,False,False,True,REJECT
0.5,0.1,0.7,-0.2,False,0.68,-49.5,22.3,-77.6,14.7,False,False,True,REJECT
0.5,0.1,0.7,-0.2,True,0.69,-49.5,22.8,-77.6,14.6,False,False,True,REJECT
0.5,0.1,0.7,-0.3,False,0.74,-47.3,25.3,-79.2,15.3,False,False,True,REJECT
0.5,0.1,0.7,-0.3,True,0.75,-47.3,25.7,-79.2,15.2,False,False,True,REJECT
